cidade;estado;pais;aqius;film_id;title;total_alugueis
Lancaster;England;United Kingdom;;876;TARZAN VIDEOTAPE;1
Lancaster;England;United Kingdom;;227;DETAILS PACKER;1
Lancaster;England;United Kingdom;;295;EXPENDABLE STALLION;1
Lancaster;England;United Kingdom;;935;VANISHED GARDEN;1
Lancaster;England;United Kingdom;;324;FLINTSTONES HAPPINESS;1
Lancaster;England;United Kingdom;;342;FUGITIVE MAGUIRE;1
Lancaster;England;United Kingdom;;820;SONS INTERVIEW;1
Lancaster;England;United Kingdom;;709;RACER EGG;1
Lancaster;England;United Kingdom;;61;BEAUTY GREASE;1
Lancaster;England;United Kingdom;;320;FLAMINGOS CONNECTICUT;1
Lancaster;England;United Kingdom;;777;SECRETARY ROUGE;1
Lancaster;England;United Kingdom;;944;VIRGIN DAISY;1
Lancaster;England;United Kingdom;;16;ALLEY EVOLUTION;1
Lancaster;England;United Kingdom;;471;ISLAND EXORCIST;1
Lancaster;England;United Kingdom;;151;CINCINATTI WHISPERER;1
Lancaster;England;United Kingdom;;82;BLOOD ARGONAUTS;1
Lancaster;England;United Kingdom;;189;CREATURES SHAKESPEARE;1
Lancaster;England;United Kingdom;;225;DESTINATION JERK;1
Lancaster;England;United Kingdom;;37;ARIZONA BANG;1
Lancaster;England;United Kingdom;;815;SNATCHERS MONTEZUMA;1
Lancaster;England;United Kingdom;;228;DETECTIVE VISION;1
Surakarta;Central Java;Indonesia;;750;RUN PACIFIC;1
Surakarta;Central Java;Indonesia;;287;ENTRAPMENT SATISFACTION;1
Surakarta;Central Java;Indonesia;;699;PRIVATE DROP;1
Surakarta;Central Java;Indonesia;;913;TROOPERS METAL;1
Surakarta;Central Java;Indonesia;;283;ENDING CROWDS;1
Surakarta;Central Java;Indonesia;;723;REIGN GENTLEMEN;1
Surakarta;Central Java;Indonesia;;521;LIES TREATMENT;1
Surakarta;Central Java;Indonesia;;258;DRUMS DYNAMITE;1
Surakarta;Central Java;Indonesia;;251;DRAGONFLY STRANGERS;1
Surakarta;Central Java;Indonesia;;101;BROTHERHOOD BLANKET;1
Surakarta;Central Java;Indonesia;;394;HAMLET WISDOM;1
Surakarta;Central Java;Indonesia;;263;DURHAM PANKY;1
Surakarta;Central Java;Indonesia;;172;CONEHEADS SMOOCHY;1
Surakarta;Central Java;Indonesia;;810;SLUMS DUCK;1
Surakarta;Central Java;Indonesia;;921;UNCUT SUICIDES;1
Surakarta;Central Java;Indonesia;;467;INTRIGUE WORST;1
Surakarta;Central Java;Indonesia;;248;DOZEN LION;1
Surakarta;Central Java;Indonesia;;618;NECKLACE OUTBREAK;1
Surakarta;Central Java;Indonesia;;747;ROXANNE REBEL;1
Surakarta;Central Java;Indonesia;;683;PITY BOUND;1
Surakarta;Central Java;Indonesia;;482;JEOPARDY ENCINO;1
Surakarta;Central Java;Indonesia;;228;DETECTIVE VISION;1
Surakarta;Central Java;Indonesia;;47;BABY HALL;1
Surakarta;Central Java;Indonesia;;39;ARMAGEDDON LOST;1
Surakarta;Central Java;Indonesia;;560;MARS ROMAN;1
Surakarta;Central Java;Indonesia;;877;TAXI KICK;1
Kisumu;Kisumu County;Kenya;;865;SUNRISE LEAGUE;2
Kisumu;Kisumu County;Kenya;;222;DESERT POSEIDON;1
Kisumu;Kisumu County;Kenya;;406;HAUNTING PIANIST;1
Kisumu;Kisumu County;Kenya;;349;GANGS PRIDE;1
Kisumu;Kisumu County;Kenya;;592;MONSTER SPARTACUS;1
Kisumu;Kisumu County;Kenya;;941;VIDEOTAPE ARSENIC;1
Kisumu;Kisumu County;Kenya;;779;SENSE GREEK;1
Kisumu;Kisumu County;Kenya;;778;SECRETS PARADISE;1
Kisumu;Kisumu County;Kenya;;290;EVERYONE CRAFT;1
Kisumu;Kisumu County;Kenya;;10;ALADDIN CALENDAR;1
Kisumu;Kisumu County;Kenya;;780;SENSIBILITY REAR;1
Kisumu;Kisumu County;Kenya;;894;TOMATOES HELLFIGHTERS;1
Kisumu;Kisumu County;Kenya;;133;CHAMBER ITALIAN;1
Kisumu;Kisumu County;Kenya;;141;CHICAGO NORTH;1
Kisumu;Kisumu County;Kenya;;939;VERTIGO NORTHWEST;1
Kisumu;Kisumu County;Kenya;;560;MARS ROMAN;1
Kisumu;Kisumu County;Kenya;;463;INSTINCT AIRPORT;1
Kisumu;Kisumu County;Kenya;;331;FORWARD TEMPLE;1
Kisumu;Kisumu County;Kenya;;852;STRANGELOVE DESIRE;1
Kisumu;Kisumu County;Kenya;;432;HOPE TOOTSIE;1
Kisumu;Kisumu County;Kenya;;370;GORGEOUS BINGO;1
Kisumu;Kisumu County;Kenya;;347;GAMES BOWFINGER;1
Kisumu;Kisumu County;Kenya;;212;DARN FORRESTER;1
Kisumu;Kisumu County;Kenya;;988;WORKER TARZAN;1
Elista;Kalmykiya Republic;Russian Federation;;770;SCISSORHANDS SLUMS;1
Elista;Kalmykiya Republic;Russian Federation;;873;SWEETHEARTS SUSPECTS;1
Elista;Kalmykiya Republic;Russian Federation;;559;MARRIED GO;1
Elista;Kalmykiya Republic;Russian Federation;;795;SIEGE MADRE;1
Elista;Kalmykiya Republic;Russian Federation;;661;PAST SUICIDES;1
Elista;Kalmykiya Republic;Russian Federation;;201;CYCLONE FAMILY;1
Elista;Kalmykiya Republic;Russian Federation;;458;INDIAN LOVE;1
Elista;Kalmykiya Republic;Russian Federation;;889;TIES HUNGER;1
Elista;Kalmykiya Republic;Russian Federation;;619;NEIGHBORS CHARADE;1
Elista;Kalmykiya Republic;Russian Federation;;48;BACKLASH UNDEFEATED;1
Elista;Kalmykiya Republic;Russian Federation;;460;INNOCENT USUAL;1
Elista;Kalmykiya Republic;Russian Federation;;835;SPY MILE;1
Elista;Kalmykiya Republic;Russian Federation;;838;STAGECOACH ARMAGEDDON;1
Elista;Kalmykiya Republic;Russian Federation;;409;HEARTBREAKERS BRIGHT;1
Elista;Kalmykiya Republic;Russian Federation;;252;DREAM PICKUP;1
Elista;Kalmykiya Republic;Russian Federation;;234;DISTURBING SCARFACE;1
Elista;Kalmykiya Republic;Russian Federation;;879;TELEGRAPH VOYAGE;1
Elista;Kalmykiya Republic;Russian Federation;;810;SLUMS DUCK;1
Elista;Kalmykiya Republic;Russian Federation;;792;SHREK LICENSE;1
Elista;Kalmykiya Republic;Russian Federation;;271;EASY GLADIATOR;1
Elista;Kalmykiya Republic;Russian Federation;;22;AMISTAD MIDSUMMER;1
Pune;Maharashtra;India;;392;HALL CASSIDY;1
Pune;Maharashtra;India;;403;HARRY IDAHO;1
Pune;Maharashtra;India;;40;ARMY FLINTSTONES;1
Pune;Maharashtra;India;;625;NONE SPIKING;1
Pune;Maharashtra;India;;833;SPLENDOR PATTON;1
Pune;Maharashtra;India;;654;PANKY SUBMARINE;1
Pune;Maharashtra;India;;269;EARRING INSTINCT;1
Pune;Maharashtra;India;;784;SHANGHAI TYCOON;1
Pune;Maharashtra;India;;311;FICTION CHRISTMAS;1
Pune;Maharashtra;India;;535;LOVE SUICIDES;1
Pune;Maharashtra;India;;871;SWEDEN SHINING;1
Pune;Maharashtra;India;;314;FIGHT JAWBREAKER;1
Pune;Maharashtra;India;;793;SHRUNK DIVINE;1
Pune;Maharashtra;India;;573;MICROCOSMOS PARADISE;1
Pune;Maharashtra;India;;598;MOSQUITO ARMAGEDDON;1
Pune;Maharashtra;India;;890;TIGHTS DAWN;1
Pune;Maharashtra;India;;244;DORADO NOTTING;1
Pune;Maharashtra;India;;887;THIEF PELICAN;1
Pune;Maharashtra;India;;59;BEAR GRACELAND;1
Pune;Maharashtra;India;;367;GOLDMINE TYCOON;1
Pune;Maharashtra;India;;599;MOTHER OLEANDER;1
Pune;Maharashtra;India;;574;MIDNIGHT WESTWARD;1
Pune;Maharashtra;India;;309;FEUD FROGMEN;1
Pune;Maharashtra;India;;870;SWARM GOLD;1
Pune;Maharashtra;India;;409;HEARTBREAKERS BRIGHT;1
Pune;Maharashtra;India;;213;DATE SPEED;1
Pune;Maharashtra;India;;601;MOULIN WAKE;1
Pune;Maharashtra;India;;228;DETECTIVE VISION;1
Pune;Maharashtra;India;;391;HALF OUTFIELD;1
Pune;Maharashtra;India;;687;POCUS PULP;1
Uruapan;Michoacán;Mexico;;938;VELVET TERMINATOR;1
Uruapan;Michoacán;Mexico;;123;CASABLANCA SUPER;1
Uruapan;Michoacán;Mexico;;284;ENEMY ODDS;1
Uruapan;Michoacán;Mexico;;501;KISSING DOLLS;1
Uruapan;Michoacán;Mexico;;135;CHANCE RESURRECTION;1
Uruapan;Michoacán;Mexico;;667;PEACH INNOCENT;1
Uruapan;Michoacán;Mexico;;446;HYSTERICAL GRAIL;1
Uruapan;Michoacán;Mexico;;378;GREATEST NORTH;1
Uruapan;Michoacán;Mexico;;798;SILVERADO GOLDFINGER;1
Uruapan;Michoacán;Mexico;;658;PARIS WEEKEND;1
Uruapan;Michoacán;Mexico;;215;DAWN POND;1
Uruapan;Michoacán;Mexico;;636;OLEANDER CLUE;1
Uruapan;Michoacán;Mexico;;641;ORANGE GRAPES;1
Uruapan;Michoacán;Mexico;;765;SATURN NAME;1
Uruapan;Michoacán;Mexico;;731;RIGHT CRANES;1
Uruapan;Michoacán;Mexico;;27;ANONYMOUS HUMAN;1
Uruapan;Michoacán;Mexico;;888;THIN SAGEBRUSH;1
Uruapan;Michoacán;Mexico;;388;GUNFIGHT MOON;1
Uruapan;Michoacán;Mexico;;749;RULES HUMAN;1
Uruapan;Michoacán;Mexico;;347;GAMES BOWFINGER;1
Uruapan;Michoacán;Mexico;;245;DOUBLE WRATH;1
Uruapan;Michoacán;Mexico;;77;BIRDS PERDITION;1
Uruapan;Michoacán;Mexico;;890;TIGHTS DAWN;1
Uruapan;Michoacán;Mexico;;421;HOLIDAY GAMES;1
Uruapan;Michoacán;Mexico;;361;GLEAMING JAWBREAKER;1
Uruapan;Michoacán;Mexico;;408;HEAD STRANGER;1
Uruapan;Michoacán;Mexico;;55;BARBARELLA STREETCAR;1
Uruapan;Michoacán;Mexico;;608;MURDER ANTITRUST;1
Uruapan;Michoacán;Mexico;;752;RUNNER MADIGAN;1
Uruapan;Michoacán;Mexico;;282;ENCOUNTERS CURTAIN;1
Uruapan;Michoacán;Mexico;;206;DANCING FEVER;1
Uruapan;Michoacán;Mexico;;764;SATURDAY LAMBS;1
Uruapan;Michoacán;Mexico;;391;HALF OUTFIELD;1
Tarsus;Mersin;Türkiye;;969;WEST LION;1
Tarsus;Mersin;Türkiye;;833;SPLENDOR PATTON;1
Tarsus;Mersin;Türkiye;;250;DRAGON SQUAD;1
Tarsus;Mersin;Türkiye;;565;MATRIX SNOWMAN;1
Tarsus;Mersin;Türkiye;;23;ANACONDA CONFESSIONS;1
Tarsus;Mersin;Türkiye;;476;JASON TRAP;1
Tarsus;Mersin;Türkiye;;52;BALLROOM MOCKINGBIRD;1
Tarsus;Mersin;Türkiye;;167;COMA HEAD;1
Tarsus;Mersin;Türkiye;;50;BAKED CLEOPATRA;1
Tarsus;Mersin;Türkiye;;767;SCALAWAG DUCK;1
Tarsus;Mersin;Türkiye;;491;JUMPING WRATH;1
Tarsus;Mersin;Türkiye;;474;JADE BUNCH;1
Tarsus;Mersin;Türkiye;;295;EXPENDABLE STALLION;1
Tarsus;Mersin;Türkiye;;173;CONFESSIONS MAGUIRE;1
Tarsus;Mersin;Türkiye;;625;NONE SPIKING;1
Tarsus;Mersin;Türkiye;;17;ALONE TRIP;1
Kuching;Sarawak;Malaysia;;242;DOOM DANCING;2
Kuching;Sarawak;Malaysia;;310;FEVER EMPIRE;1
Kuching;Sarawak;Malaysia;;542;LUST LOCK;1
Kuching;Sarawak;Malaysia;;446;HYSTERICAL GRAIL;1
Kuching;Sarawak;Malaysia;;313;FIDELITY DEVIL;1
Kuching;Sarawak;Malaysia;;504;KWAI HOMEWARD;1
Kuching;Sarawak;Malaysia;;575;MIDSUMMER GROUNDHOG;1
Kuching;Sarawak;Malaysia;;509;LANGUAGE COWBOY;1
Kuching;Sarawak;Malaysia;;871;SWEDEN SHINING;1
Kuching;Sarawak;Malaysia;;263;DURHAM PANKY;1
Kuching;Sarawak;Malaysia;;730;RIDGEMONT SUBMARINE;1
Kuching;Sarawak;Malaysia;;271;EASY GLADIATOR;1
Kuching;Sarawak;Malaysia;;170;COMMAND DARLING;1
Kuching;Sarawak;Malaysia;;973;WIFE TURN;1
Kuching;Sarawak;Malaysia;;434;HORROR REIGN;1
Kuching;Sarawak;Malaysia;;240;DOLLS RAGE;1
Kuching;Sarawak;Malaysia;;784;SHANGHAI TYCOON;1
Kuching;Sarawak;Malaysia;;97;BRIDE INTRIGUE;1
Kuching;Sarawak;Malaysia;;460;INNOCENT USUAL;1
Kuching;Sarawak;Malaysia;;402;HARPER DYING;1
Kuching;Sarawak;Malaysia;;452;ILLUSION AMELIE;1
Kuching;Sarawak;Malaysia;;739;ROCKY WAR;1
Kuching;Sarawak;Malaysia;;637;OPEN AFRICAN;1
Kuching;Sarawak;Malaysia;;377;GREASE YOUTH;1
Kuching;Sarawak;Malaysia;;147;CHOCOLAT HARRY;1
Kuching;Sarawak;Malaysia;;438;HUMAN GRAFFITI;1
Oyo;Cuvette;Congo;;295;EXPENDABLE STALLION;1
Oyo;Cuvette;Congo;;49;BADMAN DAWN;1
Oyo;Cuvette;Congo;;966;WEDDING APOLLO;1
Oyo;Cuvette;Congo;;496;KICK SAVANNAH;1
Oyo;Cuvette;Congo;;999;ZOOLANDER FICTION;1
Oyo;Cuvette;Congo;;621;NETWORK PEAK;1
Oyo;Cuvette;Congo;;130;CELEBRITY HORN;1
Oyo;Cuvette;Congo;;319;FISH OPUS;1
Oyo;Cuvette;Congo;;377;GREASE YOUTH;1
Oyo;Cuvette;Congo;;689;POLLOCK DELIVERANCE;1
Oyo;Cuvette;Congo;;347;GAMES BOWFINGER;1
Oyo;Cuvette;Congo;;880;TELEMARK HEARTBREAKERS;1
Oyo;Cuvette;Congo;;311;FICTION CHRISTMAS;1
Oyo;Cuvette;Congo;;92;BOWFINGER GABLES;1
Oyo;Cuvette;Congo;;683;PITY BOUND;1
Oyo;Cuvette;Congo;;903;TRAFFIC HOBBIT;1
Oyo;Cuvette;Congo;;26;ANNIE IDENTITY;1
Oyo;Cuvette;Congo;;187;CRANES RESERVOIR;1
Oyo;Cuvette;Congo;;915;TRUMAN CRAZY;1
Oyo;Cuvette;Congo;;506;LADY STAGE;1
Funafuti;Funafuti;Tuvalu;;588;MODEL FISH;1
Funafuti;Funafuti;Tuvalu;;522;LIFE TWISTED;1
Funafuti;Funafuti;Tuvalu;;883;TEQUILA PAST;1
Funafuti;Funafuti;Tuvalu;;762;SASSY PACKER;1
Funafuti;Funafuti;Tuvalu;;111;CADDYSHACK JEDI;1
Funafuti;Funafuti;Tuvalu;;541;LUKE MUMMY;1
Funafuti;Funafuti;Tuvalu;;42;ARTIST COLDBLOODED;1
Funafuti;Funafuti;Tuvalu;;672;PERFECT GROOVE;1
Funafuti;Funafuti;Tuvalu;;560;MARS ROMAN;1
Funafuti;Funafuti;Tuvalu;;580;MINE TITANS;1
Funafuti;Funafuti;Tuvalu;;864;SUNDANCE INVASION;1
Funafuti;Funafuti;Tuvalu;;117;CANDLES GRAPES;1
Funafuti;Funafuti;Tuvalu;;181;CONTACT ANONYMOUS;1
Funafuti;Funafuti;Tuvalu;;374;GRAFFITI LOVE;1
Funafuti;Funafuti;Tuvalu;;993;WRONG BEHAVIOR;1
Funafuti;Funafuti;Tuvalu;;86;BOOGIE AMELIE;1
Funafuti;Funafuti;Tuvalu;;517;LESSON CLEOPATRA;1
Funafuti;Funafuti;Tuvalu;;174;CONFIDENTIAL INTERVIEW;1
Funafuti;Funafuti;Tuvalu;;927;UPRISING UPTOWN;1
Funafuti;Funafuti;Tuvalu;;193;CROSSROADS CASUALTIES;1
Funafuti;Funafuti;Tuvalu;;20;AMELIE HELLFIGHTERS;1
Funafuti;Funafuti;Tuvalu;;540;LUCKY FLYING;1
Funafuti;Funafuti;Tuvalu;;733;RIVER OUTLAW;1
Funafuti;Funafuti;Tuvalu;;88;BORN SPINAL;1
Funafuti;Funafuti;Tuvalu;;625;NONE SPIKING;1
Funafuti;Funafuti;Tuvalu;;637;OPEN AFRICAN;1
Kitwe;Copperbelt;Zambia;;563;MASSACRE USUAL;2
Kitwe;Copperbelt;Zambia;;18;ALTER VICTORY;1
Kitwe;Copperbelt;Zambia;;333;FREAKY POCUS;1
Kitwe;Copperbelt;Zambia;;979;WITCHES PANIC;1
Kitwe;Copperbelt;Zambia;;897;TORQUE BOUND;1
Kitwe;Copperbelt;Zambia;;119;CAPER MOTIONS;1
Kitwe;Copperbelt;Zambia;;576;MIGHTY LUCK;1
Kitwe;Copperbelt;Zambia;;893;TITANS JERK;1
Kitwe;Copperbelt;Zambia;;56;BAREFOOT MANCHURIAN;1
Kitwe;Copperbelt;Zambia;;971;WHALE BIKINI;1
Kitwe;Copperbelt;Zambia;;797;SILENCE KANE;1
Kitwe;Copperbelt;Zambia;;995;YENTL IDAHO;1
Kitwe;Copperbelt;Zambia;;844;STEERS ARMAGEDDON;1
Kitwe;Copperbelt;Zambia;;392;HALL CASSIDY;1
Kitwe;Copperbelt;Zambia;;233;DISCIPLE MOTHER;1
Kitwe;Copperbelt;Zambia;;189;CREATURES SHAKESPEARE;1
Kitwe;Copperbelt;Zambia;;417;HILLS NEIGHBORS;1
Kitwe;Copperbelt;Zambia;;479;JEDI BENEATH;1
Kitwe;Copperbelt;Zambia;;859;SUGAR WONKA;1
Kitwe;Copperbelt;Zambia;;880;TELEMARK HEARTBREAKERS;1
Kitwe;Copperbelt;Zambia;;467;INTRIGUE WORST;1
Kitwe;Copperbelt;Zambia;;548;MAGNIFICENT CHITTY;1
Kitwe;Copperbelt;Zambia;;5;AFRICAN EGG;1
Kitwe;Copperbelt;Zambia;;524;LION UNCUT;1
Kitwe;Copperbelt;Zambia;;871;SWEDEN SHINING;1
Kitwe;Copperbelt;Zambia;;698;PRINCESS GIANT;1
Kitwe;Copperbelt;Zambia;;992;WRATH MILE;1
Kitwe;Copperbelt;Zambia;;725;REQUIEM TYCOON;1
Kitwe;Copperbelt;Zambia;;702;PULP BEVERLY;1
Kitwe;Copperbelt;Zambia;;382;GRIT CLOCKWORK;1
Kitwe;Copperbelt;Zambia;;225;DESTINATION JERK;1
Kitwe;Copperbelt;Zambia;;193;CROSSROADS CASUALTIES;1
