time,cidade,regiao,temp_c,feelslike_c,humidity,precip_mm,wind_kph,pressure_mb,uv,vis_km,condicao,is_day
2026-06-25 12:00:00,Capanema,Sul,26.5,29.1,91,0.8,6.2,1002.6,2,9.1,Parcialmente nublado,0
2026-06-25 13:00:00,Capanema,Sul,24.7,24.2,43,2.5,10.5,1018.6,7,7.3,Parcialmente nublado,0
2026-06-25 14:00:00,Belo Horizonte,Sudeste,26.1,22.0,49,0.7,8.7,1000.6,3,11.2,Ensolarado,1
2026-06-25 15:00:00,Manaus,Norte,25.5,26.9,67,0.6,9.9,1008.4,3,9.4,Chuva leve,0
2026-06-25 16:00:00,Capanema,Norte,25.7,22.7,47,2.9,5.5,997.2,7,10.9,Ensolarado,0
2026-06-25 17:00:00,Belo Horizonte,Sudeste,23.6,20.8,78,3.3,5.5,1011.8,10,7.3,Neblina,0
2026-06-25 18:00:00,Belo Horizonte,Sudeste,25.1,33.1,90,0.0,13.2,1015.6,4,9.8,Ensolarado,0
2026-06-25 19:00:00,Belo Horizonte,Sul,23.6,24.6,56,0.2,11.0,1012.7,9,10.6,Nublado,0
2026-06-25 20:00:00,Manaus,Sudeste,36.7,28.9,54,1.4,12.0,998.7,2,9.7,Neblina,0
2026-06-25 21:00:00,Capanema,Sudeste,28.0,28.1,58,0.2,9.8,1022.0,11,8.9,Nublado,1
2026-06-25 22:00:00,Manaus,Sudeste,25.0,22.1,88,0.2,7.5,1016.6,11,11.2,Chuva leve,1
2026-06-25 23:00:00,São Paulo,Norte,23.3,28.0,63,6.4,11.2,996.9,11,11.8,Parcialmente nublado,1
2026-06-26 00:00:00,Capanema,Sudeste,29.9,28.3,49,0.5,12.3,1015.9,6,7.8,Parcialmente nublado,1
2026-06-26 01:00:00,Manaus,Sul,20.9,27.6,64,0.7,10.2,1003.2,10,8.7,Chuva leve,0
2026-06-26 02:00:00,Capanema,Norte,18.6,27.1,45,1.1,4.4,1025.5,3,12.4,Tempestade,0
2026-06-26 03:00:00,São Paulo,Norte,18.2,29.1,77,2.6,14.0,1017.4,1,6.8,Parcialmente nublado,1
2026-06-26 04:00:00,Porto Alegre,Sudeste,31.5,28.8,77,0.2,4.1,998.7,4,5.6,Chuva leve,0
2026-06-26 05:00:00,Belo Horizonte,Sudeste,31.2,29.4,84,1.5,7.3,1027.8,2,10.8,Parcialmente nublado,1
2026-06-26 06:00:00,Manaus,Sudeste,25.8,22.1,92,6.4,11.0,1004.5,5,7.6,Parcialmente nublado,1
2026-06-26 07:00:00,São Paulo,Sudeste,22.2,20.0,91,1.7,15.0,999.3,7,5.8,Parcialmente nublado,1
2026-06-26 08:00:00,São Paulo,Sul,22.3,24.8,97,2.4,13.2,1030.1,1,10.3,Neblina,0
2026-06-26 09:00:00,Capanema,Sudeste,35.2,26.6,93,0.6,7.3,992.8,0,7.7,Ensolarado,0
2026-06-26 10:00:00,Capanema,Sul,24.5,30.1,95,3.4,10.6,1032.8,11,8.1,Ensolarado,1
2026-06-26 11:00:00,Belo Horizonte,Sudeste,26.7,34.9,89,6.8,4.4,1014.4,5,10.4,Tempestade,0
2026-06-26 12:00:00,Capanema,Sudeste,22.8,24.0,95,1.2,11.7,1018.5,5,7.7,Chuva leve,0
2026-06-26 13:00:00,Manaus,Sul,25.5,31.7,99,1.6,8.2,1019.1,0,10.5,Nublado,1
2026-06-26 14:00:00,Manaus,Sudeste,26.9,27.3,75,10.6,6.9,1028.0,4,7.5,Neblina,1
2026-06-26 15:00:00,Manaus,Norte,34.0,24.5,41,0.4,6.6,1021.0,11,7.2,Chuva leve,1
2026-06-26 16:00:00,Porto Alegre,Sul,24.6,28.5,66,1.5,10.0,1013.4,5,8.9,Tempestade,0
2026-06-26 17:00:00,Manaus,Sul,27.6,28.5,69,2.3,12.7,1010.8,3,9.0,Neblina,1
2026-06-26 18:00:00,Capanema,Norte,23.2,28.1,97,0.4,9.4,1011.9,10,5.7,Nublado,0
2026-06-26 19:00:00,Capanema,Sul,25.9,32.5,93,4.6,13.6,1005.6,9,11.1,Tempestade,1
2026-06-26 20:00:00,Manaus,Sudeste,26.7,24.7,98,0.2,8.6,1018.1,1,8.2,Chuva leve,1
2026-06-26 21:00:00,São Paulo,Sul,24.0,28.4,56,5.2,13.9,997.3,6,8.4,Neblina,1
2026-06-26 22:00:00,São Paulo,Sul,26.2,20.1,80,1.7,11.9,1016.7,9,10.2,Parcialmente nublado,1
2026-06-26 23:00:00,São Paulo,Norte,21.5,20.9,78,1.4,8.5,1016.4,2,10.7,Tempestade,1
2026-06-27 00:00:00,Belo Horizonte,Sul,27.5,26.6,97,0.2,8.3,1009.2,10,8.0,Tempestade,1
2026-06-27 01:00:00,Porto Alegre,Sudeste,25.3,23.8,49,2.7,12.1,1015.1,11,9.9,Parcialmente nublado,1
2026-06-27 02:00:00,Manaus,Sul,22.2,32.0,42,1.1,2.9,1008.6,3,7.1,Parcialmente nublado,0
2026-06-27 03:00:00,Belo Horizonte,Sul,24.4,30.3,64,4.0,9.7,1029.1,7,10.0,Neblina,0
2026-06-27 04:00:00,São Paulo,Norte,31.5,28.8,61,0.2,15.0,1008.6,11,5.5,Nublado,1
2026-06-27 05:00:00,Manaus,Norte,24.5,26.5,86,5.0,7.3,1010.6,7,8.5,Chuva leve,0
2026-06-27 06:00:00,Belo Horizonte,Sul,27.1,22.9,98,1.6,4.2,1006.2,1,8.2,Tempestade,0
2026-06-27 07:00:00,Capanema,Sudeste,27.1,15.0,42,2.3,11.2,1025.0,10,9.5,Ensolarado,0
2026-06-27 08:00:00,São Paulo,Norte,27.9,23.7,49,2.8,9.5,1025.0,9,12.3,Chuva leve,1
2026-06-27 09:00:00,Belo Horizonte,Norte,19.5,28.4,98,3.1,12.7,1018.9,0,3.3,Ensolarado,1
2026-06-27 10:00:00,Capanema,Sudeste,19.8,22.4,95,7.4,9.2,1020.1,2,7.4,Neblina,0
2026-06-27 11:00:00,São Paulo,Norte,21.3,32.7,68,3.1,9.4,1016.0,2,5.4,Ensolarado,0
2026-06-27 12:00:00,Porto Alegre,Sul,28.0,27.5,81,2.7,9.3,1017.0,1,7.4,Neblina,0
2026-06-27 13:00:00,São Paulo,Norte,26.3,29.7,70,3.8,3.6,1007.2,2,7.5,Chuva leve,1
2026-06-27 14:00:00,Porto Alegre,Sudeste,26.1,32.6,93,0.3,17.8,1021.1,8,11.1,Neblina,0
2026-06-27 15:00:00,Porto Alegre,Sul,24.4,23.1,45,4.5,14.6,1011.5,3,12.2,Parcialmente nublado,1
2026-06-27 16:00:00,Porto Alegre,Sudeste,18.4,25.9,87,0.8,9.9,1010.3,2,9.6,Parcialmente nublado,1
2026-06-27 17:00:00,Manaus,Sudeste,22.0,29.5,50,2.9,9.4,1002.1,5,8.1,Ensolarado,1
2026-06-27 18:00:00,Manaus,Sudeste,26.1,20.8,63,2.6,13.1,1018.7,10,8.5,Neblina,1
2026-06-27 19:00:00,Porto Alegre,Sudeste,24.1,28.5,80,0.8,10.0,1013.7,4,9.4,Neblina,0
2026-06-27 20:00:00,Capanema,Norte,25.9,31.7,51,1.7,9.4,1019.6,0,8.7,Nublado,0
2026-06-27 21:00:00,Porto Alegre,Norte,17.2,29.3,91,6.0,11.5,1017.0,1,9.1,Parcialmente nublado,1
2026-06-27 22:00:00,Belo Horizonte,Norte,24.9,28.1,76,4.5,8.3,994.3,2,6.7,Tempestade,0
2026-06-27 23:00:00,Porto Alegre,Norte,14.6,21.2,62,1.7,11.3,1007.2,11,6.0,Parcialmente nublado,0
2026-06-28 00:00:00,Manaus,Sul,18.5,26.6,58,0.2,11.0,1004.0,7,6.4,Tempestade,1
2026-06-28 01:00:00,Manaus,Norte,20.1,21.7,76,3.2,10.3,1016.0,10,7.7,Ensolarado,1
2026-06-28 02:00:00,Belo Horizonte,Sudeste,15.8,26.7,53,1.4,10.2,997.6,11,6.1,Ensolarado,1
2026-06-28 03:00:00,Belo Horizonte,Sul,21.0,27.1,67,4.4,11.3,1017.0,7,7.1,Ensolarado,0
2026-06-28 04:00:00,São Paulo,Norte,26.4,23.9,59,0.1,12.4,1002.8,4,9.5,Nublado,1
2026-06-28 05:00:00,Capanema,Norte,30.8,32.2,75,2.2,5.8,1022.8,10,11.6,Parcialmente nublado,0
2026-06-28 06:00:00,Capanema,Sul,22.3,21.5,59,3.5,9.1,1032.2,7,8.5,Neblina,0
2026-06-28 07:00:00,Capanema,Norte,21.7,36.7,69,0.2,6.2,999.5,6,10.5,Neblina,0
2026-06-28 08:00:00,Manaus,Sudeste,24.4,29.9,48,0.3,8.1,1023.6,3,9.8,Tempestade,0
2026-06-28 09:00:00,Capanema,Sudeste,23.7,30.3,85,0.8,10.2,1012.6,9,8.8,Chuva leve,1
2026-06-28 10:00:00,São Paulo,Sudeste,19.9,27.3,77,0.9,8.3,1023.0,11,7.0,Neblina,0
2026-06-28 11:00:00,São Paulo,Sudeste,27.7,20.6,87,2.2,11.7,1029.4,9,6.3,Chuva leve,0
2026-06-28 12:00:00,Capanema,Norte,23.5,24.2,62,1.0,12.2,1027.4,11,12.1,Ensolarado,0
2026-06-28 13:00:00,Belo Horizonte,Sudeste,21.7,25.6,42,5.0,9.0,1005.4,10,4.5,Chuva leve,1
2026-06-28 14:00:00,São Paulo,Norte,22.2,26.2,80,1.9,7.2,999.8,5,10.7,Parcialmente nublado,1
2026-06-28 15:00:00,Belo Horizonte,Norte,36.8,24.0,95,0.8,9.3,1007.1,1,8.2,Neblina,0
2026-06-28 16:00:00,Manaus,Norte,28.9,33.5,49,1.6,9.0,1027.2,4,7.1,Neblina,1
2026-06-28 17:00:00,São Paulo,Norte,23.3,23.0,89,1.1,11.4,991.1,6,6.7,Chuva leve,0
2026-06-28 18:00:00,Belo Horizonte,Sul,12.8,25.7,70,3.7,9.7,1028.1,6,5.5,Chuva leve,1
2026-06-28 19:00:00,Capanema,Sul,16.5,22.9,66,0.5,11.8,1030.7,0,9.1,Neblina,1
2026-06-28 20:00:00,Manaus,Sul,25.4,26.1,61,1.2,8.5,1002.8,6,10.8,Tempestade,1
2026-06-28 21:00:00,Porto Alegre,Sudeste,23.5,19.1,67,2.2,13.3,1000.0,7,7.5,Ensolarado,0
2026-06-28 22:00:00,Porto Alegre,Norte,19.2,24.9,41,1.5,11.9,1003.1,7,6.4,Nublado,0
2026-06-28 23:00:00,Capanema,Norte,24.3,31.1,47,1.3,7.9,1002.8,4,9.1,Chuva leve,1
2026-06-29 00:00:00,Manaus,Sudeste,21.3,27.3,65,2.8,12.8,1021.8,10,7.8,Nublado,0
2026-06-29 01:00:00,Manaus,Sul,21.8,20.9,93,0.6,13.5,995.9,1,4.5,Ensolarado,0
2026-06-29 02:00:00,Manaus,Norte,24.1,28.0,83,0.9,13.2,1013.8,9,7.8,Ensolarado,0
2026-06-29 03:00:00,Manaus,Sudeste,19.9,28.9,52,3.0,12.3,1022.0,1,9.9,Nublado,0
2026-06-29 04:00:00,Porto Alegre,Sul,18.1,28.0,76,1.9,6.1,1007.0,5,6.6,Nublado,0
2026-06-29 05:00:00,Belo Horizonte,Sudeste,18.2,28.3,71,3.7,6.9,1003.9,0,10.4,Ensolarado,1
2026-06-29 06:00:00,Manaus,Sudeste,23.0,33.1,84,0.8,9.6,1016.2,2,12.7,Ensolarado,0
2026-06-29 07:00:00,Belo Horizonte,Norte,17.1,31.7,43,0.6,10.7,1009.5,9,7.4,Chuva leve,0
2026-06-29 08:00:00,Manaus,Sul,36.0,23.9,40,3.2,7.1,1010.9,10,9.2,Neblina,0
2026-06-29 09:00:00,São Paulo,Sul,29.7,24.6,84,2.5,8.1,1008.6,11,4.6,Parcialmente nublado,0
2026-06-29 10:00:00,São Paulo,Norte,28.6,23.7,83,0.6,7.2,1013.5,8,9.2,Tempestade,1
2026-06-29 11:00:00,São Paulo,Sul,20.6,27.6,93,2.1,11.5,1012.9,0,8.7,Parcialmente nublado,1
2026-06-29 12:00:00,Manaus,Sudeste,20.8,29.5,44,3.1,3.8,1021.6,8,12.4,Ensolarado,1
2026-06-29 13:00:00,Belo Horizonte,Sudeste,17.9,21.2,61,2.2,8.1,1002.4,8,9.9,Chuva leve,1
2026-06-29 14:00:00,Porto Alegre,Sudeste,34.2,28.0,93,0.2,11.6,1012.0,11,9.2,Ensolarado,0
2026-06-29 15:00:00,Capanema,Norte,31.7,23.9,92,0.6,10.0,1026.7,9,13.7,Tempestade,1
2026-06-29 16:00:00,Porto Alegre,Sul,28.4,22.5,82,2.1,10.7,1015.8,11,10.5,Parcialmente nublado,1
2026-06-29 17:00:00,Manaus,Norte,24.4,27.4,42,0.5,6.3,1031.4,3,6.6,Ensolarado,1
2026-06-29 18:00:00,São Paulo,Norte,23.1,34.4,97,0.7,13.4,1016.5,9,5.5,Tempestade,0
2026-06-29 19:00:00,São Paulo,Norte,27.5,27.0,96,1.0,8.9,1025.7,6,8.9,Nublado,1
2026-06-29 20:00:00,Belo Horizonte,Norte,33.0,30.9,94,1.0,4.1,1016.8,0,9.6,Ensolarado,1
2026-06-29 21:00:00,Manaus,Sul,28.2,27.7,81,2.7,10.0,1007.2,4,7.0,Chuva leve,1
2026-06-29 22:00:00,Porto Alegre,Sudeste,19.4,26.4,61,1.9,4.0,1021.6,0,4.4,Neblina,1
2026-06-29 23:00:00,Manaus,Sudeste,21.2,28.9,79,0.5,14.0,1006.7,2,8.8,Parcialmente nublado,0
2026-06-30 00:00:00,Manaus,Sudeste,27.3,24.6,71,0.2,10.5,1003.5,6,6.5,Ensolarado,0
2026-06-30 01:00:00,São Paulo,Sul,20.7,20.9,58,6.6,12.3,999.8,9,10.8,Parcialmente nublado,1
2026-06-30 02:00:00,Porto Alegre,Sul,22.6,21.6,57,0.4,12.1,1000.0,8,10.3,Nublado,0
2026-06-30 03:00:00,Capanema,Sul,32.6,26.3,82,1.5,8.8,1016.2,4,7.8,Chuva leve,1
2026-06-30 04:00:00,São Paulo,Sudeste,23.4,28.4,74,2.9,11.9,998.3,4,5.3,Tempestade,1
2026-06-30 05:00:00,Porto Alegre,Sul,17.1,27.8,84,0.5,5.7,1026.0,6,9.8,Parcialmente nublado,0
2026-06-30 06:00:00,Belo Horizonte,Sudeste,39.4,24.3,97,0.3,9.4,1024.9,10,8.0,Tempestade,1
2026-06-30 07:00:00,São Paulo,Sudeste,30.4,26.9,56,0.1,4.5,1041.9,11,7.8,Nublado,0
2026-06-30 08:00:00,Belo Horizonte,Norte,24.7,24.8,52,0.8,13.6,1032.1,2,7.5,Nublado,0
2026-06-30 09:00:00,São Paulo,Sul,25.0,21.9,92,3.2,15.3,1014.8,9,11.6,Tempestade,0
2026-06-30 10:00:00,Manaus,Norte,14.4,19.6,66,3.6,6.2,1005.6,0,7.3,Parcialmente nublado,0
2026-06-30 11:00:00,Porto Alegre,Sul,23.0,25.5,71,1.1,7.8,1018.0,0,12.8,Parcialmente nublado,1
2026-06-30 12:00:00,Belo Horizonte,Sul,21.3,30.0,77,4.5,6.1,1030.1,0,8.1,Neblina,0
2026-06-30 13:00:00,São Paulo,Norte,25.5,26.6,55,2.2,17.8,999.3,10,8.1,Neblina,0
2026-06-30 14:00:00,Belo Horizonte,Sul,33.1,21.1,91,3.3,11.8,1018.1,7,6.3,Nublado,0
2026-06-30 15:00:00,São Paulo,Sul,27.2,31.3,70,0.9,12.2,1016.4,9,5.8,Parcialmente nublado,0
2026-06-30 16:00:00,São Paulo,Sul,35.2,23.8,85,0.6,5.3,1001.3,1,10.5,Chuva leve,0
2026-06-30 17:00:00,Capanema,Sudeste,18.0,17.5,98,1.9,6.7,1020.8,10,7.8,Parcialmente nublado,1
2026-06-30 18:00:00,Capanema,Sudeste,17.3,26.4,87,0.5,7.6,1023.7,2,6.6,Chuva leve,1
2026-06-30 19:00:00,Capanema,Sul,31.2,31.2,79,3.4,14.9,1007.4,1,8.1,Neblina,1
2026-06-30 20:00:00,Belo Horizonte,Norte,25.5,27.5,80,4.8,10.5,1011.4,8,6.1,Chuva leve,0
2026-06-30 21:00:00,Manaus,Sudeste,27.3,22.5,53,5.3,10.4,1017.6,9,8.0,Tempestade,1
2026-06-30 22:00:00,São Paulo,Sudeste,24.9,22.8,71,1.5,10.6,1022.1,6,7.9,Tempestade,0
2026-06-30 23:00:00,Porto Alegre,Sul,26.0,31.3,99,0.3,13.6,1024.8,0,3.8,Tempestade,1
2026-07-01 00:00:00,Capanema,Sudeste,28.4,24.3,75,5.3,11.4,1020.2,9,6.3,Parcialmente nublado,0
2026-07-01 01:00:00,Belo Horizonte,Norte,26.3,21.6,63,2.2,14.0,1009.3,6,7.7,Ensolarado,0
2026-07-01 02:00:00,Belo Horizonte,Norte,22.1,22.2,43,0.6,10.1,992.9,5,9.6,Tempestade,0
2026-07-01 03:00:00,Belo Horizonte,Norte,36.7,25.4,86,2.4,10.0,1032.9,2,11.9,Ensolarado,0
2026-07-01 04:00:00,Porto Alegre,Norte,25.5,32.1,87,1.6,9.8,1002.8,11,8.4,Nublado,1
2026-07-01 05:00:00,Porto Alegre,Sudeste,24.0,29.5,40,7.0,8.6,1004.2,6,7.4,Ensolarado,0
2026-07-01 06:00:00,Capanema,Sudeste,23.3,27.3,45,3.6,8.0,1026.6,9,14.3,Nublado,0
2026-07-01 07:00:00,Porto Alegre,Norte,26.7,36.6,99,0.4,9.8,1014.2,2,11.2,Tempestade,0
2026-07-01 08:00:00,Capanema,Sudeste,23.8,29.0,76,3.5,9.3,1025.0,10,11.8,Parcialmente nublado,0
2026-07-01 09:00:00,Porto Alegre,Sul,14.9,37.9,40,3.5,6.2,1017.2,11,5.7,Ensolarado,1
2026-07-01 10:00:00,Porto Alegre,Sul,23.7,25.1,53,0.1,11.4,993.5,7,13.4,Chuva leve,1
2026-07-01 11:00:00,Porto Alegre,Sul,19.6,26.9,44,2.8,12.4,1006.1,3,6.3,Ensolarado,0
2026-07-01 12:00:00,Capanema,Sul,26.3,23.8,87,0.6,6.9,1005.1,9,8.7,Ensolarado,1
2026-07-01 13:00:00,São Paulo,Sul,24.8,27.3,78,0.0,9.9,1004.4,3,7.7,Neblina,0
2026-07-01 14:00:00,Capanema,Norte,21.7,26.0,51,1.9,8.4,1000.0,0,8.1,Neblina,0
2026-07-01 15:00:00,São Paulo,Sudeste,29.7,39.3,78,0.9,14.0,1023.2,7,11.0,Ensolarado,0
2026-07-01 16:00:00,Belo Horizonte,Norte,24.6,25.9,83,4.2,10.7,1027.0,1,6.7,Ensolarado,1
2026-07-01 17:00:00,Belo Horizonte,Norte,23.1,31.3,95,3.2,7.3,1005.6,5,10.2,Ensolarado,1
2026-07-01 18:00:00,Capanema,Norte,23.2,26.8,96,1.6,10.4,1018.5,0,7.6,Nublado,0
2026-07-01 19:00:00,São Paulo,Sudeste,23.1,29.4,42,2.2,11.2,995.5,2,7.5,Tempestade,0
2026-07-01 20:00:00,São Paulo,Sul,27.5,28.2,74,0.1,5.4,1022.8,9,4.8,Chuva leve,0
2026-07-01 21:00:00,São Paulo,Norte,21.1,28.7,49,0.8,12.6,1004.2,10,7.7,Nublado,0
2026-07-01 22:00:00,Belo Horizonte,Sudeste,25.4,26.9,75,0.7,6.5,1018.0,5,9.7,Nublado,1
2026-07-01 23:00:00,Capanema,Norte,22.5,20.1,76,1.9,9.7,1012.9,6,10.9,Ensolarado,0
2026-07-02 00:00:00,Manaus,Sudeste,21.8,30.5,56,2.3,7.5,1005.5,5,8.3,Tempestade,0
2026-07-02 01:00:00,São Paulo,Norte,27.4,19.4,61,0.0,9.7,1035.3,1,5.9,Ensolarado,1
2026-07-02 02:00:00,São Paulo,Sul,20.3,32.7,88,2.2,9.4,1023.3,4,10.5,Chuva leve,1
2026-07-02 03:00:00,Manaus,Sudeste,27.6,29.1,99,4.2,10.9,1014.6,1,10.4,Nublado,1
2026-07-02 04:00:00,Capanema,Norte,26.5,28.0,59,0.2,8.2,1013.9,7,4.4,Nublado,0
2026-07-02 05:00:00,São Paulo,Sul,31.6,27.1,88,0.3,11.2,1008.1,9,9.1,Nublado,1
2026-07-02 06:00:00,Capanema,Sul,16.2,32.2,73,0.8,11.4,1005.2,0,6.7,Chuva leve,1
2026-07-02 07:00:00,São Paulo,Sudeste,30.1,32.3,41,4.3,10.8,987.0,2,9.5,Tempestade,1
2026-07-02 08:00:00,Porto Alegre,Sul,23.5,20.8,95,0.1,12.2,1019.6,5,10.6,Tempestade,0
2026-07-02 09:00:00,São Paulo,Sudeste,16.1,17.6,69,1.3,15.0,1027.0,7,7.3,Nublado,0
2026-07-02 10:00:00,Porto Alegre,Sudeste,21.7,29.3,45,3.7,7.9,1031.5,10,10.1,Nublado,1
2026-07-02 11:00:00,Capanema,Sul,27.6,27.0,93,0.8,10.7,1017.4,11,5.9,Parcialmente nublado,0
2026-07-02 12:00:00,São Paulo,Sul,24.6,24.5,50,5.1,6.7,1023.3,10,7.5,Chuva leve,1
2026-07-02 13:00:00,Belo Horizonte,Sudeste,31.7,27.4,65,1.6,10.3,1012.9,9,9.5,Chuva leve,0
2026-07-02 14:00:00,Belo Horizonte,Sul,23.3,23.0,58,1.0,10.8,1014.1,6,5.4,Parcialmente nublado,1
2026-07-02 15:00:00,Manaus,Sudeste,24.8,28.9,95,3.7,15.7,1005.8,2,5.7,Parcialmente nublado,0
2026-07-02 16:00:00,Belo Horizonte,Sul,24.1,23.6,50,3.7,12.2,1004.8,1,9.4,Nublado,1
2026-07-02 17:00:00,Porto Alegre,Sudeste,19.9,26.3,53,0.2,11.2,1024.6,4,9.0,Neblina,0
2026-07-02 18:00:00,Belo Horizonte,Sul,24.9,28.9,78,3.3,5.8,1035.6,11,8.4,Nublado,0
2026-07-02 19:00:00,Belo Horizonte,Sul,23.9,24.5,51,0.9,13.4,1003.3,2,7.1,Nublado,1
2026-07-02 20:00:00,Belo Horizonte,Norte,25.4,25.1,53,1.1,14.5,1014.1,11,9.4,Ensolarado,0
2026-07-02 21:00:00,São Paulo,Norte,25.3,26.5,60,2.9,9.1,1002.6,11,12.4,Parcialmente nublado,0
2026-07-02 22:00:00,Manaus,Sudeste,25.0,28.0,97,3.6,8.9,1012.6,9,12.9,Parcialmente nublado,1
2026-07-02 23:00:00,Capanema,Norte,25.5,32.4,69,0.4,8.6,1023.7,2,11.5,Chuva leve,1
2026-07-03 00:00:00,Manaus,Norte,30.5,25.2,92,0.7,7.9,1000.8,2,6.3,Parcialmente nublado,1
2026-07-03 01:00:00,Porto Alegre,Sudeste,20.1,29.9,61,0.4,8.0,1013.7,9,8.9,Parcialmente nublado,1
2026-07-03 02:00:00,São Paulo,Sul,21.4,29.2,83,1.3,14.7,993.1,10,8.0,Chuva leve,0
2026-07-03 03:00:00,São Paulo,Sul,32.1,28.1,72,4.7,9.3,1010.3,2,6.8,Tempestade,0
2026-07-03 04:00:00,Belo Horizonte,Sudeste,31.4,30.4,94,2.8,9.6,1013.3,11,10.9,Chuva leve,1
2026-07-03 05:00:00,Belo Horizonte,Norte,26.3,33.2,70,1.0,7.4,1022.6,8,7.1,Chuva leve,0
2026-07-03 06:00:00,Porto Alegre,Sul,35.1,27.3,83,0.3,8.0,1012.5,2,7.1,Nublado,0
2026-07-03 07:00:00,São Paulo,Norte,27.4,29.7,40,1.9,10.0,1017.1,5,7.2,Neblina,1
2026-07-03 08:00:00,Capanema,Sudeste,34.4,24.7,57,6.2,11.0,1009.3,6,4.9,Nublado,0
2026-07-03 09:00:00,Manaus,Norte,32.3,25.6,51,3.3,12.6,1020.0,5,7.4,Nublado,0
2026-07-03 10:00:00,São Paulo,Sudeste,33.1,22.9,53,0.2,9.8,1015.1,11,7.7,Ensolarado,0
2026-07-03 11:00:00,Capanema,Sudeste,19.3,25.8,61,0.6,10.7,1008.6,11,9.4,Neblina,1
2026-07-03 12:00:00,Capanema,Sul,28.3,28.1,56,1.2,10.9,1011.1,5,7.4,Tempestade,1
2026-07-03 13:00:00,Manaus,Sudeste,24.6,26.9,52,1.6,8.7,1010.1,9,8.3,Neblina,0
2026-07-03 14:00:00,Capanema,Sul,18.3,26.0,40,1.3,8.5,1008.8,10,10.1,Chuva leve,0
2026-07-03 15:00:00,Porto Alegre,Sudeste,31.7,26.0,60,4.8,12.9,1022.5,6,4.1,Nublado,1
2026-07-03 16:00:00,Capanema,Sul,31.0,26.5,80,0.2,12.6,1003.3,2,7.6,Tempestade,0
2026-07-03 17:00:00,Porto Alegre,Norte,24.3,26.5,75,0.8,10.3,998.2,6,9.9,Ensolarado,1
2026-07-03 18:00:00,Capanema,Sudeste,21.9,33.2,99,5.5,8.3,1018.0,10,6.9,Chuva leve,0
2026-07-03 19:00:00,Belo Horizonte,Norte,25.3,26.8,99,2.9,14.4,1003.0,10,9.5,Chuva leve,0
2026-07-03 20:00:00,Capanema,Sudeste,15.9,22.9,62,2.8,2.0,1007.1,3,7.5,Parcialmente nublado,1
2026-07-03 21:00:00,Porto Alegre,Sudeste,18.3,34.4,48,0.1,8.4,1010.7,5,8.5,Chuva leve,0
2026-07-03 22:00:00,Capanema,Sudeste,23.5,26.8,70,0.0,9.1,992.0,0,5.8,Ensolarado,0
2026-07-03 23:00:00,Capanema,Sul,28.1,26.3,83,3.4,10.3,1020.3,5,5.6,Neblina,0
2026-07-04 00:00:00,Capanema,Sul,24.1,23.4,90,1.3,7.7,1009.8,5,3.5,Nublado,1
2026-07-04 01:00:00,Porto Alegre,Norte,22.2,23.9,50,2.7,15.1,1018.5,7,6.6,Parcialmente nublado,0
2026-07-04 02:00:00,Capanema,Norte,20.9,33.3,62,3.6,6.8,1001.4,10,7.6,Chuva leve,1
2026-07-04 03:00:00,Manaus,Sudeste,37.2,23.4,56,1.5,4.3,995.2,2,5.1,Nublado,1
2026-07-04 04:00:00,Manaus,Norte,19.6,24.0,66,2.7,11.0,1018.4,5,4.5,Ensolarado,0
2026-07-04 05:00:00,Porto Alegre,Sudeste,15.9,29.4,82,0.7,5.8,994.1,7,8.6,Parcialmente nublado,1
2026-07-04 06:00:00,Belo Horizonte,Sudeste,22.1,20.8,51,0.4,9.6,1018.4,8,7.9,Tempestade,1
2026-07-04 07:00:00,Manaus,Sudeste,27.6,31.1,46,1.5,11.5,1004.5,2,8.2,Parcialmente nublado,1
2026-07-04 08:00:00,São Paulo,Sul,25.5,29.4,68,0.7,6.8,1013.2,10,8.2,Chuva leve,0
2026-07-04 09:00:00,Manaus,Norte,21.2,26.4,85,1.3,11.8,1008.8,7,9.7,Parcialmente nublado,0
2026-07-04 10:00:00,São Paulo,Sul,26.0,28.6,73,0.6,7.9,1017.3,5,5.1,Parcialmente nublado,1
2026-07-04 11:00:00,Porto Alegre,Sudeste,30.5,33.3,86,0.7,10.3,1002.2,8,9.1,Parcialmente nublado,1
2026-07-04 12:00:00,Belo Horizonte,Sudeste,26.0,30.2,65,4.7,11.7,1021.1,5,6.6,Ensolarado,1
2026-07-04 13:00:00,São Paulo,Sul,25.8,30.5,86,0.4,11.4,1016.4,11,7.6,Tempestade,1
2026-07-04 14:00:00,São Paulo,Norte,25.8,29.1,90,1.3,3.6,1004.9,6,8.6,Neblina,0
2026-07-04 15:00:00,Manaus,Sul,21.3,26.2,68,2.8,10.4,1019.4,1,8.1,Parcialmente nublado,0
2026-07-04 16:00:00,São Paulo,Sul,27.2,26.6,73,3.0,5.2,1009.9,5,7.3,Ensolarado,1
2026-07-04 17:00:00,Porto Alegre,Norte,30.2,27.8,63,1.8,14.4,1008.5,2,6.7,Chuva leve,1
2026-07-04 18:00:00,Porto Alegre,Sudeste,31.8,29.5,59,0.0,12.2,1013.0,6,8.5,Nublado,0
2026-07-04 19:00:00,Porto Alegre,Norte,27.1,25.3,42,1.3,13.7,1011.7,1,8.6,Parcialmente nublado,0
